,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,伊恩,克拉克,PG,27,200,200,18,32,0.7,0.8,0.68,3,0.38,2.4,0.3,0.3,51,1.4,47,1.2,28,35,0.3,0.1,76,,,,
players,肯尼思,法里德,SF,28,200,200,7,40,0.7,1.6,0.71,4.6,0.4,1,0.27,2.1,54,2.7,45,0.6,43,35,0.4,0.4,77,,,,
players,昆西,阿希,PF,27,200,200,2,39,1,1.1,0.82,2,0.36,4.1,0.31,0.7,51,3.6,46,0.7,36,35,0.5,0.3,81,,,,
players,贾斯汀,杰克逊,SF,23,200,200,25,33,0.6,0.5,0.64,3.3,0.38,2.3,0.3,0.4,50,1.9,46,0.8,30,35,0.4,0.1,79,,,,
players,俾斯麦,比永博,C,25,200,200,21,52,1.1,2,0.68,4.1,0.4,1,0.25,1.8,55,4.1,40,0.7,52,35,0.3,1.3,82,,,,
players,艾德,戴维斯,PF,29,200,200,24,51,0.9,1.6,0.67,3.9,0.41,1,0.27,2.5,57,4.8,47,0.5,55,35,0.5,0.7,81,,,,
players,贾旺,埃文斯,PG,21,200,200,12,39,1.1,1.2,0.79,5,0.36,1.3,0.29,0.3,56,1.8,42,2.4,34,41,0.9,0.2,77,,,,
players,莫里斯,哈克利斯,SF,25,200,200,24,41,0.7,0.8,0.68,2.9,0.39,1.8,0.31,0.7,56,2,51,0.7,38,35,0.7,0.7,80,,,,
players,阿隆,贝恩斯,C,31,200,200,1,45,0.9,1.1,0.75,5,0.39,1,0.25,1.5,56,3.8,38,0.9,45,35,0.3,0.6,81,,,,
players,安德烈,伊格达拉,SG,34,200,200,9,47,1,1.4,0.64,3.2,0.38,1.7,0.29,0.8,59,2.9,45,3.3,43,35,0.9,0.6,82,,,,
players,卢克,科内特,SG,23,200,200,19,68,0.5,0.5,0.6,2,0.37,5,0.32,0.5,66,5,50,1,60,54,1,2,79,,,,
players,迈克,亨利,SF,22,200,200,14,39,0.8,0.9,0.6,2,0.37,3.3,0.32,0.3,56,1.4,51,0.9,34,40,1.1,0.5,79,,,,
players,马克西,克勒贝尔,SF,26,200,200,6,39,0.5,0.7,0.7,2.9,0.39,1.7,0.29,1.1,51,2.1,47,0.7,38,35,0.4,0.7,78,,,,
players,谢尔文,马克,PG,29,200,200,21,38,0.9,1.4,0.75,3.2,0.38,1.3,0.29,0.3,51,2,46,3.8,33,35,0.6,0.1,76,,,,
players,PJ,塔克,SF,33,200,200,10,47,0.9,0.8,0.81,2,0.37,3.2,0.31,1.1,58,4.7,48,0.9,45,35,1,0.2,84,,,,
players,乔恩,洛伊尔,SF,29,200,200,8,37,0.9,1.9,0.87,4.1,0.37,1,0.27,0.9,51,3.1,39,0.6,35,35,0.2,0.4,78,,,,
players,弗兰克,尼利基纳,SG,19,200,200,19,39,1.9,0.9,0.7,4,0.36,1.8,0.3,0.3,55,1.7,45,3.3,34,43,0.9,0.2,79,,,,
players,肖恩,利文斯顿,PG,32,200,200,9,34,0.8,0.8,0.8,4.5,0.39,1,0.27,0.5,53,1.3,43,1.9,31,35,0.4,0.3,75,,,,
players,乔纳森,艾萨克,SF,21,200,200,21,48,1,1.2,0.78,3.7,0.38,1.2,0.29,0.8,58,2.9,45,0.7,44,46,0.7,1,80,,,,
players,劳尔,内图,PG,26,200,200,28,33,0.8,0.9,0.79,2.8,0.39,1.3,0.32,0.3,52,1.2,52,1.9,29,35,0.3,0.1,74,,,,
players,贾米尔,尼尔森,PG,36,200,200,8,37,1.3,0.5,0.77,2.3,0.37,2.5,0.31,0.3,50,2,47,3.7,32,35,0.5,0.1,78,,,,
players,乔丹,贝尔,PF,23,200,200,9,52,1,0.8,0.67,3.3,0.43,1,0.28,1.2,63,2.7,51,1.8,49,48,0.7,1.1,79,,,,
players,德扬泰,戴维斯,PF,21,200,200,14,40,0.6,0.9,0.69,3.5,0.42,1,0.27,1.1,53,2.4,48,0.5,39,37,0.3,0.7,77,,,,
players,丹尼尔,泰斯,PF,26,200,200,1,44,0.9,1.3,0.74,2.7,0.4,1,0.3,1.4,58,2.9,50,0.9,44,35,0.4,0.7,78,,,,
players,布兰登,怀特,SF,30,200,200,14,42,0.5,1.2,0.64,3.7,0.41,1,0.27,1.2,52,2.3,46,0.5,41,35,0.5,0.9,76,,,,
players,安德烈,罗伯森,SG,26,200,200,20,50,0.8,1,0.6,3.3,0.4,1,0.28,1.9,60,2.8,47,1.2,52,38,1.2,0.9,83,,,,
players,泰勒,卡瓦诺,SF,24,200,200,0,35,0.5,0.6,0.77,2,0.38,2.4,0.31,1.1,50,2.2,50,0.8,35,35,0.3,0.1,76,,,,
players,泰尔斯,琼斯,PG,22,200,200,17,40,0.7,0.9,0.89,2.6,0.39,1.4,0.3,0.3,58,1.5,49,2.8,35,44,1.2,0.1,77,,,,
players,马利克,蒙克,SG,20,200,200,3,31,0.5,0.5,0.71,2.3,0.36,3.1,0.31,0.3,50,1,45,1.2,27,35,0.3,0.1,74,,,,
players,伊凡,拉布,SF,21,200,200,14,34,0.9,0.7,0.82,3.3,0.42,1,0.27,1.3,52,2,49,0.7,35,36,0.2,0.3,75,,,,
players,索恩,马克,PF,21,200,200,16,44,0.6,1.3,0.69,2.9,0.38,1.4,0.3,1.1,58,2.4,46,0.6,42,45,0.5,0.9,80,,,,
players,特雷沃恩,格拉汉姆,SG,24,200,200,3,34,0.5,1,0.73,2.2,0.38,1.7,0.31,0.7,50,1.5,50,1,31,35,0.5,0.1,77,,,,
players,丹特,康宁汉姆,PF,31,200,200,2,38,0.5,0.7,0.6,2.3,0.38,2.1,0.3,1,52,2.8,47,0.5,36,35,0.6,0.3,81,,,,
players,文斯,卡特,SF,41,200,200,25,37,0.5,0.6,0.67,2.1,0.36,2.6,0.31,0.3,47,1.8,46,1.1,32,35,0.9,0.6,77,,,,
players,泰勒,多尔西,SG,22,200,200,0,31,0.5,0.9,0.69,2,0.36,2.4,0.31,0.3,49,1.4,47,1,28,35,0.2,0.1,74,,,,
players,德安德烈,本布里,SF,24,200,200,0,37,2,1.2,0.67,3.8,0.36,1.1,0.3,0.4,52,1.9,44,1.4,33,35,0.7,0.4,78,,,,
players,阿莱克斯,阿布林斯,SG,24,200,200,20,32,0.5,0.7,0.87,2,0.36,2.9,0.31,0.4,51,1.3,48,0.4,29,35,0.5,0.1,76,,,,
players,钱宁,弗莱,PF,35,200,200,5,35,0.5,0.5,0.9,2,0.39,2,0.3,0.3,49,2.3,49,0.6,30,35,0.4,0.3,76,,,,
players,罗伊斯,奥尼尔,SF,25,200,200,28,39,0.7,1.2,0.79,2,0.38,1.7,0.31,0.3,53,2.9,48,1.3,34,35,0.5,0.1,76,,,,
players,约翰尼,奥布莱恩特三世,PF,25,200,200,3,33,0.5,0.7,0.84,3.6,0.37,1.2,0.3,0.8,50,1.8,45,0.4,31,35,0.2,0.2,76,,,,
players,托尼,阿伦,SF,36,200,200,18,32,0.9,1,0.6,3.6,0.38,1,0.29,0.9,46,1.2,46,0.4,31,35,0.5,0.1,75,,,,
players,肖恩,基尔帕特里克,SG,28,200,200,16,31,0.6,1,0.9,2.1,0.35,2.4,0.29,0.3,48,1.6,41,0.8,27,35,0.2,0.1,73,,,,
players,威利,里德,C,28,200,200,5,35,0.5,1.3,0.6,2.9,0.42,1,0.29,0.8,50,2.1,52,0.3,33,35,0.2,0.5,76,,,,
players,丹纽尔,豪斯,SG,25,200,200,23,33,0.5,1.2,0.84,2.3,0.36,1.9,0.29,0.6,49,1.8,41,0.5,31,35,0.3,0.1,74,,,,
players,尼克,施陶斯卡斯,SG,24,200,200,2,31,0.7,0.7,0.8,2,0.36,2.6,0.32,0.3,48,1.5,48,0.9,27,35,0.2,0.1,75,,,,
players,阿米尔,约翰逊,PF,31,200,200,22,44,0.7,1.2,0.6,3.1,0.4,1,0.29,1.7,54,2.8,48,1.4,45,35,0.7,0.6,79,,,,
players,萨姆,德克尔,SF,24,200,200,12,34,0.5,0.9,0.67,3,0.38,1.1,0.27,0.7,51,1.9,42,0.6,32,35,0.4,0.1,76,,,,
players,以赛亚,泰勒,PG,24,200,200,0,32,0.8,1.4,0.63,3.2,0.37,1,0.29,0.3,49,1,43,2.2,28,35,0.4,0.2,74,,,,
players,乔丹,米基,PF,24,200,200,15,40,0.9,0.9,0.69,3.3,0.39,1,0.27,0.8,53,3.4,42,0.5,37,35,0.2,0.5,78,,,,
players,雅卡尔,桑普森,SF,25,200,200,25,39,0.5,0.5,0.9,2.8,0.41,1,0.32,1,52,2.7,57,0.5,37,35,0.3,0.6,77,,,,
players,伊曼,香珀特,SG,28,200,200,5,37,1.2,1.1,0.73,2.2,0.36,1.9,0.29,0.5,52,2.4,42,1.2,33,35,0.6,0.3,78,,,,
players,迈尔斯,普拉姆利,C,29,200,200,0,39,1.2,1.1,0.6,3.2,0.41,1,0.25,1.4,50,2.5,40,1,39,35,0.4,0.6,80,,,,
players,马修,德拉维多瓦,SG,27,200,200,16,35,1.3,0.7,0.9,2,0.36,2.1,0.31,0.4,52,1.4,46,3.8,32,35,0.4,0.1,78,,,,
players,季莫费,莫兹戈夫,C,32,200,200,2,34,1.2,1,0.76,2.5,0.39,1,0.25,1.1,47,2.2,39,0.3,33,35,0.2,0.4,77,,,,
players,吉列尔莫,埃尔南戈麦斯,C,24,200,200,19,34,1,1.1,0.6,2.9,0.41,1,0.25,0.8,50,1.7,41,0.8,32,35,0.3,0.3,76,,,,
players,托瑞,克雷格,SF,27,200,200,7,34,0.5,1.1,0.66,2,0.38,1.5,0.29,1,50,2,44,0.7,33,35,0.3,0.2,77,,,,
players,伊安,马辛米,C,31,200,200,29,38,1.2,1.6,0.74,2.7,0.4,1,0.25,1.6,51,2.1,39,0.7,40,35,0.5,0.5,79,,,,
players,阿德里安,佩恩,PF,27,200,200,21,32,0.5,1.2,0.83,2,0.41,1,0.32,0.4,47,1.4,57,0.3,28,35,0.4,0.1,74,,,,
players,迈克尔,卡特,PG,26,200,200,3,39,1,1.5,0.82,3,0.35,1.1,0.29,0.7,53,1.9,39,2.3,36,35,0.8,0.4,76,,,,
players,斯特林,布朗,SG,23,200,200,16,37,0.5,0.5,0.86,2.2,0.37,1.5,0.31,0.5,53,2.1,47,0.3,33,35,0.8,0.2,76,,,,
players,贾维尔,麦基,C,30,200,200,9,37,0.5,0.8,0.79,2.5,0.41,1,0.25,0.7,53,1.2,42,0.4,35,35,0.3,0.8,76,,,,
players,诺伦斯,诺尔,C,24,200,200,6,41,0.8,1.1,0.84,2.9,0.39,1,0.25,1.4,53,2.6,38,0.3,41,35,0.6,0.6,78,,,,
players,保罗,齐普泽,SF,24,200,200,4,34,0.8,0.5,0.67,2.3,0.36,1.9,0.3,0.3,48,2.2,44,0.8,30,35,0.4,0.2,76,,,,
players,扎克,科林斯,PF,20,200,200,24,39,0.8,0.6,0.6,2.7,0.36,1.5,0.3,0.7,54,2.7,44,0.8,36,41,0.3,0.5,78,,,,
players,乔,杨,PG,26,200,200,11,29,0.5,0.6,0.72,2,0.38,1.2,0.3,0.3,48,1,47,0.6,26,35,0.2,0.1,72,,,,
players,何塞,卡尔德隆,PG,36,200,200,5,32,0.7,0.5,0.74,2,0.38,1.5,0.31,0.3,46,1.2,50,1.9,28,35,0.5,0.1,75,,,,
players,兰斯,托马斯,PF,30,200,200,19,32,0.6,0.7,0.82,2,0.36,1.5,0.3,0.6,46,1.7,44,0.5,30,35,0.4,0.2,79,,,,
players,梅耶斯,伦纳德,PF,26,200,200,24,32,0.5,0.5,0.8,2,0.4,1,0.32,0.4,48,1.6,56,0.5,29,35,0.2,0.1,74,,,,
players,科比,西蒙斯,PG,21,200,200,14,34,0.8,0.5,0.9,2.7,0.37,1.1,0.28,0.3,52,1.3,41,1,30,37,0.7,0.3,75,,,,
players,克里斯蒂亚诺,费利西奥,C,26,200,200,4,32,0.6,1.1,0.6,2.7,0.4,1,0.24,1.1,46,1.7,38,0.7,32,35,0.2,0.2,77,,,,
players,沙巴兹,穆罕默德,SG,25,200,200,17,30,0.5,1,0.71,3.2,0.36,1,0.27,0.5,49,1,38,0.3,28,35,0.2,0.1,73,,,,
players,萨拉赫,梅杰里,C,32,200,200,6,46,0.6,1.1,0.6,2.3,0.41,1,0.25,1.5,50,2.8,41,0.6,46,35,0.4,1.2,77,,,,
players,塔里克,布莱克,C,26,200,200,10,38,0.8,1.3,0.6,2.4,0.4,1,0.25,1.2,54,1.8,40,0.3,38,35,0.4,0.6,77,,,,
players,拉蒙,塞申斯,PG,32,200,200,19,33,1.2,1.2,0.8,3.3,0.35,1,0.27,0.3,46,1.3,34,2.1,29,35,0.5,0.1,73,,,,
players,凯,费尔德,PG,23,200,200,8,30,1.1,0.8,0.9,3.2,0.34,1.3,0.28,0.3,48,1,35,1.3,27,35,0.2,0.1,72,,,,
players,杰弗瑞,洛文吉,PF,26,200,200,26,34,0.7,0.9,0.63,3.1,0.38,1,0.27,1.1,50,1.9,41,0.8,34,35,0.2,0.1,75,,,,
players,诺阿,冯莱,PF,22,200,200,24,40,0.5,0.9,0.74,2.7,0.38,1,0.29,1.1,53,4,46,0.4,39,35,0.2,0.3,78,,,,
players,帕特里克,麦考,SG,22,200,200,9,35,0.6,0.5,0.72,2.2,0.37,1.2,0.28,0.3,56,1.1,43,1.4,31,40,0.7,0.2,77,,,,
players,肯,伯奇,PF,25,200,200,21,38,0.6,0.9,0.6,2.9,0.39,1,0.27,1.7,52,2.2,42,0.6,40,35,0.4,0.5,76,,,,
players,谢赫,迪亚洛,PF,21,200,200,18,34,0.5,0.8,0.78,2.7,0.39,1,0.27,0.6,49,2.3,42,0.3,31,35,0.2,0.1,74,,,,
players,科里,布鲁尔,SG,32,200,200,13,33,0.7,0.9,0.64,2.3,0.37,1,0.27,0.4,46,1.3,39,0.7,29,35,0.7,0.2,74,,,,
players,肖恩,拉金,PG,25,200,200,1,32,0.5,0.6,0.86,2,0.36,1.3,0.3,0.3,52,1,44,1.2,28,35,0.4,0.1,73,,,,
players,韦斯利,艾旺杜,SG,23,200,200,21,33,0.5,0.7,0.72,2.5,0.37,1,0.28,0.5,48,1.5,42,1,30,35,0.5,0.1,75,,,,
players,埃梅卡,奥卡福,C,35,200,200,18,54,0.5,2,0.75,2.5,0.36,1,0.25,2.5,55,2.5,33,1,58,35,0.2,2,79,,,,
players,马拉奇,理查德森,SG,22,200,200,27,31,0.5,0.8,0.77,2,0.35,1.5,0.29,0.3,48,1.1,40,0.5,27,35,0.4,0.1,74,,,,
players,帕特里克,帕特森,PF,29,200,200,20,34,0.5,0.5,0.9,2,0.35,2.1,0.3,0.4,50,1.8,43,0.6,31,35,0.6,0.2,78,,,,
players,奥卡罗,怀特,PF,25,200,200,15,30,0.5,0.5,0.67,2,0.37,1.8,0.3,0.5,48,1.3,46,0.3,28,35,0.2,0.2,77,,,,
players,达雷尔,亚瑟,PF,30,200,200,7,31,1,0.5,0.67,2,0.37,1.3,0.29,0.3,46,1,44,0.5,27,35,0.5,0.1,74,,,,
players,杰森,史密斯,SF,32,200,200,29,29,0.5,0.7,0.88,2.7,0.35,1,0.27,0.7,45,1,34,0.5,28,35,0.2,0.4,73,,,,
players,马里克,比斯利,SG,21,200,200,7,31,0.5,0.5,0.67,2,0.36,1.4,0.29,0.3,50,1.1,42,0.6,27,35,0.3,0.1,73,,,,
players,辛达里厄斯,桑韦尔,SG,23,200,200,12,33,0.7,1,0.67,2,0.37,1,0.3,0.3,51,1.2,46,0.7,29,35,0.5,0.4,75,,,,
players,蒂姆,弗雷泽,PG,27,200,200,29,39,1.1,0.5,0.7,2.1,0.37,1,0.29,0.3,53,1.6,44,3.7,34,35,0.9,0.1,75,,,,
players,艾派,尤度,C,31,200,200,28,47,0.5,1.1,0.76,2.3,0.39,1,0.25,1.3,54,1.5,37,1,45,35,0.8,1.3,79,,,,
players,多里安,芬尼,SF,25,200,200,6,27,0.9,0.5,0.6,2,0.37,1.8,0.3,0.6,46,1,46,0.6,26,35,0.2,0.1,75,,,,
players,泰勒,恩尼斯,PG,23,200,200,13,33,0.5,0.5,0.72,2.5,0.36,1,0.27,0.3,49,1.2,37,1.7,29,35,0.4,0.2,73,,,,
players,胡安,埃尔南戈麦斯,PF,22,200,200,7,33,0.5,0.6,0.82,2,0.36,2,0.29,0.8,51,1.7,42,0.5,32,35,0.3,0.2,76,,,,
players,TJ,利夫,PF,21,200,200,11,30,0.5,0.5,0.6,2,0.38,1,0.31,0.6,50,1,50,0.3,28,35,0.2,0.1,75,,,,
players,凯文,卢尼,PF,22,200,200,9,38,0.5,1.1,0.6,2.2,0.4,1,0.27,1.2,56,1.7,45,0.6,37,40,0.2,0.6,77,,,,
players,小德里克,琼斯,SF,21,200,200,15,36,0.5,1.3,0.65,2,0.36,1,0.27,1.1,52,1,37,0.5,35,37,0.3,0.8,77,,,,
players,贾莱德,杜德利,SF,33,200,200,23,33,0.5,0.7,0.9,2,0.35,1.7,0.29,0.3,44,1.5,40,1.9,29,35,0.5,0.1,76,,,,
players,丹尼尔,汉密尔顿,SG,22,200,200,20,33,0.5,0.5,0.6,2,0.37,1.3,0.31,0.3,50,1.3,48,1.8,29,35,0.3,0.1,71,,,,
players,詹姆斯,杨,SG,22,200,200,22,26,0.5,1.2,0.67,2,0.35,2,0.29,0.3,47,1,40,0.4,23,35,0.2,0.1,73,,,,
players,阿隆,阿弗拉罗,SG,32,200,200,21,28,0.5,0.5,0.8,2,0.35,1.2,0.29,0.3,42,1.3,41,0.5,25,35,0.2,0.2,74,,,,
players,赛迪,奥斯曼,SF,23,200,200,5,32,0.5,0.6,0.6,2,0.38,1,0.3,0.3,49,1.5,49,0.4,28,35,0.3,0.1,74,,,,
players,德维恩,培根,SG,22,200,200,3,34,0.5,0.5,0.71,2.4,0.35,1,0.29,0.3,49,2.5,40,0.6,30,35,0.3,0.1,75,,,,
players,奎因,库克,PG,25,200,200,9,29,0.5,0.5,0.9,2,0.37,1.3,0.3,0.3,48,1,45,1.5,26,35,0.2,0.1,72,,,,
players,吉安,克拉维尔,SG,24,200,200,6,29,0.5,0.5,0.9,2,0.35,2.1,0.31,0.3,46,1,44,0.4,26,35,0.3,0.1,72,,,,
players,丹伊恩,多特森,SG,24,200,200,19,30,0.5,0.5,0.71,2,0.37,1.2,0.28,0.3,45,1.2,41,0.5,26,35,0.2,0.1,72,,,,
players,特伦斯,弗格森,SG,20,200,200,20,30,0.5,0.5,0.83,2,0.35,2,0.29,0.4,50,1,40,0.3,27,36,0.4,0.1,75,,,,
players,卢卡斯,诺奎拉,C,25,200,200,27,41,0.5,0.5,0.78,2,0.4,1,0.25,0.4,54,1.5,40,0.4,36,35,0.5,1,76,,,,
players,詹姆斯,迈克尔,PF,25,200,200,22,27,0.5,0.7,0.9,2,0.34,2.3,0.29,0.3,46,1,38,0.3,24,35,0.2,0.3,73,,,,
players,阿卜杜勒,纳迪尔,SF,24,200,200,1,30,0.7,0.5,0.6,2,0.35,1.4,0.3,0.3,49,1,42,0.6,27,35,0.2,0.1,74,,,,
players,布兰登,保罗,PG,27,200,200,26,32,0.5,0.7,0.61,2,0.37,1,0.29,0.3,49,1.1,42,0.7,28,35,0.5,0.1,72,,,,
players,亚历克斯,卡鲁索,SG,24,200,200,13,33,0.9,0.5,0.6,2,0.36,1,0.28,0.3,49,1,39,1.9,29,35,0.5,0.3,75,,,,
players,亨利,埃伦森,PF,21,200,200,8,31,0.5,0.5,0.6,2,0.35,1.2,0.3,0.3,48,1.6,41,0.4,28,35,0.2,0.1,73,,,,
players,拉沙德,沃恩,SG,21,200,200,13,29,0.5,0.5,0.67,2,0.36,1.5,0.3,0.3,48,1,45,0.6,26,35,0.2,0.1,72,,,,
players,克里斯,麦考伦,SF,23,200,200,29,29,0.5,0.8,0.64,2,0.37,1,0.27,0.4,48,1,39,0.3,26,35,0.2,0.3,71,,,,
players,德里克,怀特,PG,24,200,200,26,31,0.5,1.2,0.67,2,0.37,1,0.31,0.3,48,1.1,48,0.5,27,35,0.3,0.1,71,,,,
players,鲍比,布朗,PG,33,200,200,10,27,0.5,0.5,0.6,2,0.34,2,0.29,0.3,45,1,38,0.6,24,35,0.2,0.1,69,,,,
players,谢米,奥杰莱,PF,23,200,200,1,32,0.5,0.5,0.64,2,0.34,2,0.29,0.5,51,1.5,39,0.3,29,35,0.3,0.1,77,,,,
players,罗恩,贝克,SG,25,200,200,19,34,0.6,0.9,0.74,2,0.35,1.1,0.29,0.3,50,1,40,1.6,30,35,0.9,0.2,75,,,,
players,凯莱布,斯瓦尼根,PF,21,200,200,24,33,0.6,0.8,0.62,2.2,0.35,1,0.27,0.8,50,1.4,35,0.5,31,35,0.3,0.2,74,,,,
players,加里,佩顿二世,PG,25,200,200,5,30,0.5,0.5,0.67,2,0.36,1,0.27,0.4,47,1,36,0.9,27,35,0.2,0.2,71,,,,
players,杰森,特里,PG,40,200,200,16,29,0.5,0.5,0.9,2,0.36,1.5,0.29,0.3,42,1,42,0.7,26,35,0.5,0.2,72,,,,
players,约什,马格特,PG,28,200,200,0,29,0.5,0.7,0.9,2,0.36,1,0.31,0.3,45,1,47,2,26,35,0.2,0.1,71,,,,
players,马绍尔,普拉姆利,C,26,200,200,16,32,0.5,2.7,0.75,2,0.34,1,0.25,0.7,48,2,28,0.3,30,35,0.2,0.2,75,,,,
players,约什,胡斯蒂斯,SF,26,200,200,20,37,0.5,0.5,0.6,2,0.35,1.6,0.29,0.6,51,1.8,38,0.3,33,35,0.3,0.7,77,,,,
players,乔治斯,帕帕扬尼斯,C,21,200,200,25,32,0.5,0.5,0.6,2.6,0.36,1,0.25,0.8,48,1.5,32,0.6,30,35,0.2,0.4,75,,,,
players,阿隆,布鲁克斯,PG,33,200,200,17,27,0.5,0.5,0.67,2,0.36,1,0.29,0.3,43,1,41,0.7,24,35,0.2,0.1,69,,,,
players,凯尔,辛格勒,SF,30,200,200,20,27,0.5,1.2,0.6,2,0.35,1,0.3,0.3,43,1,41,0.3,24,35,0.2,0.1,71,,,,
players,德安德鲁,利金斯,SG,30,200,200,5,34,0.5,0.5,0.6,2,0.35,1.1,0.29,0.3,48,1.4,41,0.8,30,35,0.9,0.3,75,,,,
players,布里安特,韦伯,PG,25,200,200,10,34,0.5,0.5,0.9,2,0.36,1,0.31,0.3,49,1.2,45,1,30,35,0.8,0.2,72,,,,
players,戈登,海沃德,SF,28,200,200,1,30,0.5,0.5,0.6,2,0.41,1,0.29,0.3,53,1,50,0.3,26,35,0.2,0.1,72,,,,
players,杰伦,琼斯,SG,25,200,200,10,30,0.5,0.6,0.8,2,0.35,1,0.31,0.3,45,1.6,45,0.3,27,35,0.2,0.1,71,,,,
players,杰克,库利,SF,27,200,200,25,29,0.5,2,0.9,2,0.33,1,0.27,0.3,46,1,31,1,26,35,0.2,0.1,70,,,,
players,洛尔,邓,SF,33,200,200,13,30,1,0.5,0.6,2,0.37,1,0.26,0.3,45,1,38,1,26,35,1,0.1,75,,,,
players,达卡里,约翰逊,C,22,200,200,20,29,0.5,0.6,0.6,2,0.38,1,0.25,0.6,49,1,36,0.3,28,35,0.2,0.3,74,,,,
players,昆西,庞德塞特,SG,30,200,200,4,28,0.5,0.7,0.82,2,0.33,1,0.27,0.3,43,1,31,0.4,25,35,0.3,0.1,72,,,,
players,德里克,沃顿,PG,23,200,200,15,31,0.5,0.5,0.9,2,0.34,1.2,0.31,0.3,49,1,42,1.1,27,35,0.4,0.2,72,,,,
players,尼克,科里森,PF,37,200,200,20,27,0.5,0.7,0.6,2,0.4,1,0.26,0.3,40,1.1,42,0.3,24,35,0.2,0.1,72,,,,
players,亚历克,彼得斯,SF,23,200,200,23,31,0.5,0.5,0.9,2,0.33,2.3,0.27,0.4,47,1.6,32,0.8,28,35,0.2,0.2,73,,,,
players,布莱斯,约翰逊,PF,23,200,200,12,33,0.5,0.5,0.9,2,0.4,1,0.27,0.3,48,1.2,43,0.3,29,35,0.7,0.2,72,,,,
players,盖尔雄,亚布塞莱,PF,22,200,200,1,29,0.5,0.5,0.6,2,0.36,1,0.3,0.5,48,1,43,0.3,27,35,0.2,0.1,73,,,,
players,达米恩,威尔金斯,SF,38,200,200,11,26,0.5,0.5,0.75,2,0.34,1,0.27,0.3,40,1,33,0.5,24,35,0.2,0.1,72,,,,
players,乔金,诺阿,C,33,200,200,19,31,0.6,0.6,0.6,2,0.37,1,0.24,0.9,44,1.1,33,0.6,30,35,0.3,0.3,73,,,,
players,杰夫,维希,C,28,200,200,6,28,0.5,0.5,0.6,2,0.35,1.1,0.25,0.3,44,1,30,0.3,24,35,0.2,0.3,73,,,,
players,理查德,杰弗森,SF,38,200,200,7,27,0.5,0.5,0.6,2,0.35,1,0.28,0.3,40,1,37,0.6,24,35,0.2,0.1,72,,,,
players,安德鲁,博古特,C,33,200,200,13,35,0.8,0.5,0.9,2,0.4,1,0.24,1.1,45,2.3,37,0.7,35,35,0.2,0.6,75,,,,
players,乔尔,博伦博伊,PF,24,200,200,16,30,0.5,1,0.6,2,0.37,1,0.27,1,47,1,38,0.3,30,35,0.3,0.1,73,,,,
players,富尔坎,科尔克马兹,SG,20,200,200,22,29,0.5,0.5,0.9,2,0.33,1.3,0.27,0.3,47,1,32,0.3,26,35,0.2,0.1,71,,,,
players,埃里克,莫兰德,PF,26,200,200,8,39,0.5,0.5,0.6,2,0.37,1,0.27,1,50,2.5,39,1.1,38,35,0.4,0.6,76,,,,
players,阿方索,麦金尼,SF,25,200,200,27,27,0.5,0.5,0.67,2,0.37,1,0.28,0.3,46,1,42,0.3,24,35,0.2,0.1,71,,,,
players,瑞安,阿西迪亚科诺,PG,24,200,200,4,30,0.5,0.5,0.9,2,0.36,1,0.29,0.3,46,1,42,1.1,26,35,0.5,0.1,72,,,,
players,伊凯,阿尼博古,C,20,200,200,11,28,0.5,0.6,0.83,2,0.36,1,0.25,0.5,48,1,32,0.3,26,35,0.2,0.3,72,,,,
players,欧米尔,阿西克,C,32,200,200,18,31,0.5,0.9,0.6,2,0.36,1,0.24,0.5,43,2.1,30,0.3,29,35,0.2,0.1,75,,,,
players,马库斯,乔治,SG,24,200,200,17,26,0.5,0.5,0.6,2,0.35,1,0.27,0.3,46,1,36,0.3,24,35,0.2,0.1,71,,,,
players,特洛伊,威廉姆斯,SF,23,200,200,10,30,0.5,0.8,0.6,2,0.33,1.3,0.27,0.3,46,1,31,0.3,26,35,0.3,0.1,71,,,,
players,贾巴里,伯德,SG,24,200,200,1,28,0.5,1.3,0.6,2,0.33,1,0.27,0.3,46,1,31,0.3,25,35,0.3,0.1,71,,,,
players,马克尔,布朗,SG,26,200,200,10,28,0.5,0.5,0.6,2,0.33,1.3,0.27,0.3,44,1,33,0.5,25,35,0.2,0.1,71,,,,
players,达伦,希拉尔德,SG,25,200,200,26,28,0.5,0.5,0.86,2,0.33,1,0.27,0.3,45,1,31,0.8,25,35,0.2,0.1,71,,,,
players,周,琦,PF,22,200,200,10,29,0.5,0.7,0.7,2,0.33,1.1,0.27,0.3,48,1,32,0.3,25,35,0.2,0.4,73,,,,
players,伊维察,祖巴茨,C,21,200,200,13,27,0.5,0.5,0.9,2,0.35,1,0.24,0.3,46,1,29,0.3,24,35,0.2,0.1,73,,,,
players,洛伦佐,布朗,PG,27,200,200,27,29,0.5,0.5,0.6,2,0.34,1,0.26,0.3,45,1,32,1,26,35,0.3,0.1,71,,,,
players,杰克,莱曼,SF,24,200,200,24,28,0.5,0.5,0.67,2,0.33,1,0.27,0.3,46,1,33,0.3,24,35,0.2,0.1,72,,,,
players,安特,日日奇,C,21,200,200,5,28,0.5,0.5,0.71,2,0.36,1,0.25,0.4,48,1,31,0.3,25,35,0.2,0.3,73,,,,
